davisannb.xml,/ead/archdesc/did/unittitle,"<unittitle encodinganalog=""245"">Ann B. Davis papers <unitdate type=""inclusive"" encodinganalog=""245$f"" normal=""1944/2014""> 1944-2014 </unitdate> <unitdate type=""bulk"" encodinganalog=""245$g"" normal=""1956/2010""> 1956-2010 </unitdate></unittitle>",Ann B. Davis papers 1944-2014 1956-2010,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/did/unittitle,"<unittitle>Personal Files, <unitdate type=""inclusive"" normal=""1944/2014"">1944-2014</unitdate></unittitle>","Personal Files, 1944-2014",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[2]/did/unittitle,"<unittitle>Biography, <unitdate type=""inclusive"" normal=""1985/1993"">1985-1993</unitdate></unittitle>","Biography, 1985-1993",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[3]/did/unittitle,"<unittitle>Clippings, <unitdate type=""inclusive"" normal=""1970/1979"" certainty=""approximate"">1970s</unitdate>-<unitdate type=""inclusive"" normal=""1980/1989"" certainty=""approximate"">1980s</unitdate></unittitle>","Clippings, 1970s-1980s",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[4]/did/unittitle,"<unittitle>Letter about Porsche 914-G, <unitdate type=""inclusive"">September 14, 2009</unitdate></unittitle>","Letter about Porsche 914-G, September 14, 2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[5]/did/unittitle,"<unittitle>Memorials, <unitdate type=""inclusive"" normal=""2014"">2014</unitdate></unittitle>","Memorials, 2014",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[6]/did/unittitle,"<unittitle>Paul Henning, <unitdate type=""inclusive"" normal=""2005"">2005</unitdate></unittitle>","Paul Henning, 2005",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[7]/did/unittitle,"<unittitle>Religion, <unitdate type=""inclusive"" normal=""1979/2009"">1979-2009</unitdate></unittitle>","Religion, 1979-2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[1]/did/unittitle,"<unittitle>""The Colorado Experience"", <unitdate type=""inclusive"" normal=""1979"">1979</unitdate></unittitle>","""The Colorado Experience"", 1979",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[2]/did/unittitle,"<unittitle>Newsletters, <unitdate type=""inclusive"" normal=""1983/1985"">1983-1985</unitdate>, <unitdate type=""inclusive"" normal=""2009"">2009</unitdate></unittitle>","Newsletters, 1983-1985, 2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[3]/did/unittitle,"<unittitle>The Open Door, Volume 41 Number 8, <unitdate type=""inclusive"">May 1, 1985</unitdate></unittitle>","The Open Door, Volume 41 Number 8, May 1, 1985",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[8]/did/unittitle,"<unittitle>Things I Can't Bear to Part With, <unitdate type=""inclusive"" normal=""1965/1974"">1965-1974</unitdate></unittitle>","Things I Can't Bear to Part With, 1965-1974",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[1]/c02[9]/did/unittitle,"<unittitle>Yearbook, <unitdate type=""inclusive"" normal=""1944"">1944</unitdate></unittitle>","Yearbook, 1944",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/did/unittitle,"<unittitle>Professional Files, <unitdate type=""inclusive"" normal=""1960/2004"">1960-2004</unitdate></unittitle>","Professional Files, 1960-2004",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle,"<unittitle>Lloyd Schwartz, <unitdate type=""inclusive"" normal=""1975/2009"">1975-2009</unitdate></unittitle>","Lloyd Schwartz, 1975-2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[4]/did/unittitle,"<unittitle>The Nearlyweds, <unitdate type=""inclusive"" normal=""1975"">1975</unitdate></unittitle>","The Nearlyweds, 1975",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[5]/did/unittitle,"<unittitle>RIPCO, <unitdate type=""inclusive"" normal=""2009"">2009</unitdate></unittitle>","RIPCO, 2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[2]/did/unittitle,"<unittitle>MCA Correspondence, <unitdate type=""inclusive"" normal=""1960/1962"">1960-1962</unitdate></unittitle>","MCA Correspondence, 1960-1962",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/did/unittitle,"<unittitle>Swiffer, <unitdate type=""inclusive"" normal=""2003/2004"">2003-2004</unitdate></unittitle>","Swiffer, 2003-2004",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[1]/did/unittitle,"<unittitle>Advertisements, <unitdate type=""inclusive"" normal=""2003"">2003</unitdate></unittitle>","Advertisements, 2003",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[2]/did/unittitle,"<unittitle>Ann B. Davis Media Tour, <unitdate type=""inclusive"">April 7, 2004</unitdate></unittitle>","Ann B. Davis Media Tour, April 7, 2004",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[3]/did/unittitle,"<unittitle>Correspondence, <unitdate type=""inclusive"" normal=""2003/2004"">2003-2004</unitdate></unittitle>","Correspondence, 2003-2004",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[4]/did/unittitle,"<unittitle>Photographs, circa <unitdate type=""inclusive"" normal=""2003"">2003</unitdate></unittitle>","Photographs, circa 2003",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[5]/did/unittitle,"<unittitle>Photographs, <unitdate type=""inclusive"">November 2003</unitdate></unittitle>","Photographs, November 2003",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[6]/did/unittitle,"<unittitle>""Resort"" shoot, <unitdate type=""inclusive"" normal=""2003"">2003</unitdate></unittitle>","""Resort"" shoot, 2003",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[2]/c02[4]/did/unittitle,"<unittitle>USO, Vietnam, <unitdate type=""inclusive"" normal=""1967"">1967</unitdate></unittitle>","USO, Vietnam, 1967",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/did/unittitle,"<unittitle>Television, <unitdate type=""inclusive"" normal=""1950/2009"" certainty=""approximate"">1950s-2009</unitdate></unittitle>","Television, 1950s-2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/did/unittitle,"<unittitle>The Bob Cummings Show, <unitdate type=""inclusive"" normal=""1950/1959"" certainty=""approximate"">1950s</unitdate></unittitle>","The Bob Cummings Show, 1950s",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[1]/did/unittitle,"<unittitle>Clippings, <unitdate type=""inclusive"" normal=""1950/1959"" certainty=""approximate"">1950s</unitdate></unittitle>","Clippings, 1950s",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/did/unittitle,"<unittitle>Emmy Awards, <unitdate type=""inclusive"" normal=""1956/1959"">1956-1959</unitdate></unittitle>","Emmy Awards, 1956-1959",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[1]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1956"">1956</unitdate> </unittitle>",1956,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[2]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1957"">1957</unitdate> </unittitle>",1957,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[3]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1958"">1958</unitdate> </unittitle>",1958,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[4]/did/unittitle,"<unittitle>Publicity, <unitdate type=""inclusive"" normal=""1958"">1958</unitdate></unittitle>","Publicity, 1958",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[5]/did/unittitle,"<unittitle>Memorabilia, <unitdate type=""inclusive"" normal=""1958"">1958</unitdate></unittitle>","Memorabilia, 1958",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[6]/did/unittitle,"<unittitle>Photographs, circa <unitdate type=""inclusive"" normal=""1958"">1958</unitdate></unittitle>","Photographs, circa 1958",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[7]/did/unittitle,"<unittitle>Congratulations, <unitdate type=""inclusive"" normal=""1959"">1959</unitdate></unittitle>","Congratulations, 1959",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[8]/did/unittitle,"<unittitle>Program, <unitdate type=""inclusive"">May 6, 1959</unitdate></unittitle>","Program, May 6, 1959",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[2]/c04[9]/did/unittitle,"<unittitle>Publicity, <unitdate type=""inclusive"" normal=""1959"">1959</unitdate></unittitle>","Publicity, 1959",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[3]/did/unittitle,"<unittitle>Photographs, <unitdate type=""inclusive"" normal=""1959"">1959</unitdate></unittitle>","Photographs, 1959",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[4]/did/unittitle,"<unittitle>Bob Cummings Show -- Schultzy's Dream World, <unitdate type=""inclusive"" normal=""1955"">1955</unitdate></unittitle>","Bob Cummings Show -- Schultzy's Dream World, 1955",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/did/unittitle,"<unittitle>The Brady Bunch, <unitdate type=""inclusive"" normal=""1974/2009"">1974-2009</unitdate></unittitle>","The Brady Bunch, 1974-2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[1]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1987/2002"">1987-2002</unitdate> </unittitle>",1987-2002,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[2]/did/unittitle,"<unittitle>Alice's Brady Bunch Cookbook, <unitdate type=""inclusive"" normal=""1994"">1994</unitdate></unittitle>","Alice's Brady Bunch Cookbook, 1994",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[3]/did/unittitle,"<unittitle>Brady CD-ROM, <unitdate type=""inclusive"" normal=""1995"">1995</unitdate></unittitle>","Brady CD-ROM, 1995",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[4]/did/unittitle,"<unittitle>""Brady, Brady, Brady"" by Lloyd and Sherwood Schwartz, <unitdate type=""inclusive"" normal=""2009"">2009</unitdate></unittitle>","""Brady, Brady, Brady"" by Lloyd and Sherwood Schwartz, 2009",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[5]/did/unittitle,"<unittitle>Brady Brides, <unitdate type=""inclusive"" normal=""1981"">1981</unitdate></unittitle>","Brady Brides, 1981",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[6]/did/unittitle,"<unittitle>The Brady Bunch Hour, <unitdate type=""inclusive"" normal=""1977"">1977</unitdate></unittitle>","The Brady Bunch Hour, 1977",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[7]/did/unittitle,"<unittitle>Brady House, <unitdate type=""inclusive"" normal=""1998"">1998</unitdate></unittitle>","Brady House, 1998",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[8]/did/unittitle,"<unittitle>E! True Hollywood Story, <unitdate type=""inclusive"" normal=""1999"">1999</unitdate></unittitle>","E! True Hollywood Story, 1999",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[11]/did/unittitle,"<unittitle>Script -- ""The Hair Brained Scheme,"" <unitdate type=""inclusive"" normal=""1974"">1974</unitdate></unittitle>","Script -- ""The Hair Brained Scheme,"" 1974",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[3]/did/unittitle,"<unittitle>Butterfly Island, <unitdate type=""inclusive"" normal=""1985/1987"">1985-1987</unitdate></unittitle>","Butterfly Island, 1985-1987",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[4]/did/unittitle,"<unittitle>Mr. and Misses, <unitdate type=""inclusive"" normal=""1964"">1964</unitdate></unittitle>","Mr. and Misses, 1964",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[3]/c02[5]/did/unittitle,"<unittitle>Myrnalene, <unitdate type=""inclusive"" normal=""1961"">1961</unitdate></unittitle>","Myrnalene, 1961",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/did/unittitle,"<unittitle>Theatre, <unitdate type=""inclusive"" normal=""1948/2010"">1948-2010</unitdate></unittitle>","Theatre, 1948-2010",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[1]/did/unittitle,"<unittitle>Arsenic and Old Lace, <unitdate type=""inclusive"" normal=""1995/1996"">1995-1996</unitdate></unittitle>","Arsenic and Old Lace, 1995-1996",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[2]/did/unittitle,"<unittitle>Barn Theatre, <unitdate type=""inclusive"" normal=""2004"">2004</unitdate></unittitle>","Barn Theatre, 2004",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[3]/did/unittitle,"<unittitle>Cabaret Concert Company, <unitdate type=""inclusive"" normal=""1955"">1955</unitdate></unittitle>","Cabaret Concert Company, 1955",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[4]/did/unittitle,"<unittitle>Cemetery Club, <unitdate type=""inclusive"" normal=""1991"">1991</unitdate></unittitle>","Cemetery Club, 1991",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[1]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1991"">1991</unitdate> </unittitle>",1991,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[2]/did/unittitle,"<unittitle>Edmonton, <unitdate type=""inclusive"" normal=""1991"">1991</unitdate></unittitle>","Edmonton, 1991",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[3]/did/unittitle,"<unittitle>Mississauga, <unitdate type=""inclusive"" normal=""1991"">1991</unitdate></unittitle>","Mississauga, 1991",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[4]/did/unittitle,"<unittitle>Regina, <unitdate type=""inclusive"" normal=""1991"">1991</unitdate></unittitle>","Regina, 1991",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[6]/did/unittitle,"<unittitle>Crazy for You, <unitdate type=""inclusive"" normal=""1993/1996"">1993-1996</unitdate></unittitle>","Crazy for You, 1993-1996",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[6]/c03[1]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1993"">1993</unitdate> </unittitle>",1993,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[6]/c03[2]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""1993/1996"">1993-1996</unitdate> </unittitle>",1993-1996,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[7]/did/unittitle,"<unittitle>Erie Playhouse, <unitdate type=""inclusive"" normal=""1991"">1991</unitdate></unittitle>","Erie Playhouse, 1991",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[8]/did/unittitle,"<unittitle>Follies in Concert, <unitdate type=""inclusive"" normal=""2006/2007"">2006-2007</unitdate></unittitle>","Follies in Concert, 2006-2007",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[8]/c03[1]/did/unittitle,"<unittitle> <unitdate type=""inclusive"" normal=""2006/2007"">2006-2007</unitdate> </unittitle>",2006-2007,move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[8]/c03[2]/did/unittitle,"<unittitle>Gala, Dress Rehearsal, and Performance Photos, <unitdate type=""inclusive"">June 1-3, 2007</unitdate></unittitle>","Gala, Dress Rehearsal, and Performance Photos, June 1-3, 2007",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[8]/c03[3]/did/unittitle,"<unittitle>Performance video, <unitdate type=""inclusive"" normal=""2007"">2007</unitdate></unittitle>","Performance video, 2007",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[9]/did/unittitle,"<unittitle>Holiday Memories, Playbill, <unitdate type=""inclusive"" normal=""1992"">1992</unitdate></unittitle>","Holiday Memories, Playbill, 1992",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[10]/did/unittitle,"<unittitle>Mornings at Seven, <unitdate type=""inclusive"" normal=""1957"">1957</unitdate></unittitle>","Mornings at Seven, 1957",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[11]/did/unittitle,"<unittitle>The Nearlyweds, <unitdate type=""inclusive"" normal=""1975/1977"">1975-1977</unitdate></unittitle>","The Nearlyweds, 1975-1977",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[11]/c03[1]/did/unittitle,"<unittitle>Granny's Dinner Playhouse, Dallas, Texas, <unitdate type=""inclusive"" normal=""1975"">1975</unitdate></unittitle>","Granny's Dinner Playhouse, Dallas, Texas, 1975",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[11]/c03[2]/did/unittitle,"<unittitle>Script, circa <unitdate type=""inclusive"" normal=""1977"">1977</unitdate></unittitle>","Script, circa 1977",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[12]/did/unittitle,"<unittitle>Once Upon a Mattress, <unitdate type=""inclusive"" normal=""1964"">1964</unitdate></unittitle>","Once Upon a Mattress, 1964",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[12]/c03[1]/did/unittitle,"<unittitle>Clippings, <unitdate type=""inclusive"" normal=""1964"">1964</unitdate></unittitle>","Clippings, 1964",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[12]/c03[2]/did/unittitle,"<unittitle>Correspondence, <unitdate type=""inclusive"" normal=""1964"">1964</unitdate></unittitle>","Correspondence, 1964",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[12]/c03[3]/did/unittitle,"<unittitle>Photographs, <unitdate type=""inclusive"" normal=""1964"">1964</unitdate></unittitle>","Photographs, 1964",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[13]/did/unittitle,"<unittitle>Programs, Photographs, Clippings, <unitdate type=""inclusive"" normal=""1957/1962"">1957-1962</unitdate></unittitle>","Programs, Photographs, Clippings, 1957-1962",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[15]/did/unittitle,"<unittitle>Scrapbook, <unitdate type=""inclusive"" normal=""1948/1952"">1948-1952</unitdate></unittitle>","Scrapbook, 1948-1952",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[16]/did/unittitle,"<unittitle>The Theatre Museum, <unitdate type=""inclusive"">December, 2010</unitdate></unittitle>","The Theatre Museum, December, 2010",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[17]/did/unittitle,"<unittitle>Three on a Honeymoon, <unitdate type=""inclusive"">October, 1974</unitdate></unittitle>","Three on a Honeymoon, October, 1974",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[4]/c02[18]/did/unittitle,"<unittitle>The Typist and the Tiger, <unitdate type=""inclusive"" normal=""1963/1965"">1963-1965</unitdate></unittitle>","The Typist and the Tiger, 1963-1965",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/did/unittitle,"<unittitle>Visual Materials, <unitdate type=""inclusive"" normal=""1956/1987"">1956-1987</unitdate></unittitle>","Visual Materials, 1956-1987",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[1]/did/unittitle,"<unittitle>Alice Smiles, <unitdate type=""inclusive"" normal=""1981"">1981</unitdate></unittitle>","Alice Smiles, 1981",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[2]/did/unittitle,"<unittitle>Ann Davis and Bob Cummings, Hour Magazine, <unitdate type=""inclusive"">January 1987</unitdate></unittitle>","Ann Davis and Bob Cummings, Hour Magazine, January 1987",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[3]/did/unittitle,"<unittitle>Chemical Corps Display, Army Chemical Center, Maryland, <unitdate type=""inclusive"">January 4, 1956</unitdate></unittitle>","Chemical Corps Display, Army Chemical Center, Maryland, January 4, 1956",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[4]/did/unittitle,"<unittitle>Denver Photos Taken at Family Conference by Barbara Benedict, <unitdate type=""inclusive"">June, 1977</unitdate></unittitle>","Denver Photos Taken at Family Conference by Barbara Benedict, June, 1977",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[7]/did/unittitle,"<unittitle>Italy, <unitdate type=""inclusive"">October-November, 1971</unitdate></unittitle>","Italy, October-November, 1971",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[8]/did/unittitle,"<unittitle>Laszlo Pic, Teddy Bear Affair, <unitdate type=""inclusive"" normal=""1984"">1984</unitdate></unittitle>","Laszlo Pic, Teddy Bear Affair, 1984",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[10]/did/unittitle,"<unittitle>People Magazine, Proofs, <unitdate type=""inclusive"" normal=""1977"">1977</unitdate></unittitle>","People Magazine, Proofs, 1977",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[11]/did/unittitle,"<unittitle>Photo Albums, <unitdate type=""inclusive"" normal=""1960/1979"" certainty=""approximate"">1960s-1970s</unitdate></unittitle>","Photo Albums, 1960s-1970s",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[12]/did/unittitle,"<unittitle>Plaid Square Shirt Photo, <unitdate type=""inclusive"" normal=""1981"">1981</unitdate></unittitle>","Plaid Square Shirt Photo, 1981",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[13]/did/unittitle,"<unittitle>Portrait Photographs, <unitdate type=""inclusive"" normal=""1981"">1981</unitdate></unittitle>","Portrait Photographs, 1981",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[14]/did/unittitle,"<unittitle>Thailand, <unitdate type=""inclusive"">September, 1967</unitdate></unittitle>","Thailand, September, 1967",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[15]/did/unittitle,"<unittitle>Vietnam, <unitdate type=""inclusive"">September, 1967</unitdate></unittitle>","Vietnam, September, 1967",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[16]/did/unittitle,"<unittitle>Color Slides, circa <unitdate type=""inclusive"" normal=""1971/1976"">1971-1976</unitdate></unittitle>","Color Slides, circa 1971-1976",move_and_clean
davisannb.xml,/ead/archdesc/dsc/c01[5]/c02[17]/did/unittitle,"<unittitle>Cabaret Concert Theatre<unitdate type=""inclusive"" normal=""1955/1960"">1955-1960</unitdate></unittitle>",Cabaret Concert Theatre1955-1960,move_and_clean
